DatasMedia,InfectadosMedia,RecuperadosMedia,ObitosMedia
2020-01-07,6.0,0.0,0.0
2020-01-08,6.857142857142857,0.0,0.0
2020-01-09,7.571428571428571,0.0,0.0
2020-01-10,8.285714285714286,0.0,0.0
2020-01-11,8.857142857142858,0.14285714285714285,0.0
2020-01-12,9.142857142857142,0.42857142857142855,0.0
2020-01-13,9.142857142857142,0.7142857142857143,0.0
2020-01-14,8.857142857142858,1.1428571428571428,0.0
2020-01-15,8.428571428571429,1.7142857142857142,0.0
2020-01-16,7.857142857142857,2.4285714285714284,0.0
2020-01-17,7.285714285714286,3.142857142857143,0.0
2020-01-18,7.0,3.7142857142857144,0.0
2020-01-19,6.857142857142857,4.142857142857143,0.0
2020-01-20,6.714285714285714,4.714285714285714,0.0
2020-01-21,6.571428571428571,5.285714285714286,0.0
2020-01-22,6.571428571428571,5.714285714285714,0.0
2020-01-23,6.428571428571429,6.285714285714286,0.0
2020-01-24,6.285714285714286,6.857142857142857,0.0
2020-01-25,5.857142857142857,7.571428571428571,0.0
2020-01-26,5.428571428571429,8.285714285714286,0.0
2020-01-27,5.0,8.857142857142858,0.0
2020-01-28,4.857142857142857,9.285714285714286,0.0
2020-01-29,4.571428571428571,9.857142857142858,0.0
2020-01-30,4.571428571428571,10.142857142857142,0.0
2020-01-31,4.571428571428571,10.571428571428571,0.0
2020-02-01,4.714285714285714,10.857142857142858,0.0
2020-02-02,5.0,11.142857142857142,0.0
2020-02-03,5.428571428571429,11.428571428571429,0.0
2020-02-04,5.714285714285714,11.714285714285714,0.0
2020-02-05,6.0,11.857142857142858,0.0
2020-02-06,6.285714285714286,12.0,0.0
2020-02-07,6.714285714285714,12.0,0.0
2020-02-08,7.142857142857143,12.0,0.0
2020-02-09,7.428571428571429,12.0,0.0
2020-02-10,7.285714285714286,12.285714285714286,0.0
2020-02-11,7.142857142857143,12.571428571428571,0.0
2020-02-12,7.0,12.857142857142858,0.0
2020-02-13,6.857142857142857,13.142857142857142,0.0
2020-02-14,6.571428571428571,13.428571428571429,0.0
2020-02-15,6.142857142857143,13.857142857142858,0.0
2020-02-16,5.571428571428571,14.428571428571429,0.0
2020-02-17,5.285714285714286,14.714285714285714,0.0
2020-02-18,5.0,15.0,0.0
2020-02-19,4.714285714285714,15.285714285714286,0.0
2020-02-20,4.428571428571429,15.571428571428571,0.0
2020-02-21,4.142857142857143,15.857142857142858,0.0
2020-02-22,3.857142857142857,16.142857142857142,0.0
2020-02-23,3.7142857142857144,16.285714285714285,0.0
2020-02-24,3.5714285714285716,16.428571428571427,0.0
2020-02-25,3.4285714285714284,16.571428571428573,0.0
2020-02-26,3.2857142857142856,16.714285714285715,0.0
2020-02-27,3.142857142857143,16.857142857142858,0.0
2020-02-28,3.0,17.0,0.0
2020-02-29,3.0,17.0,0.0
2020-03-01,9.285714285714286,17.0,0.0
2020-03-02,16.714285714285715,17.0,0.0
2020-03-03,25.571428571428573,17.0,0.0
2020-03-04,35.142857142857146,17.0,0.0
2020-03-05,47.142857142857146,17.0,0.0
2020-03-06,61.142857142857146,17.0,0.0
2020-03-07,76.0,17.857142857142858,0.0
2020-03-08,86.14285714285714,18.714285714285715,0.0
2020-03-09,97.71428571428571,20.285714285714285,0.0
2020-03-10,117.85714285714286,22.285714285714285,0.0
2020-03-11,141.57142857142858,24.714285714285715,0.0
2020-03-12,167.57142857142858,27.714285714285715,0.0
2020-03-13,199.28571428571428,31.714285714285715,0.0
2020-03-14,240.28571428571428,35.42857142857143,0.0
2020-03-15,305.57142857142856,40.57142857142857,0.0
2020-03-16,383.85714285714283,47.57142857142857,0.0
2020-03-17,467.7142857142857,56.0,0.0
2020-03-18,559.0,67.28571428571429,0.0
2020-03-19,659.5714285714286,80.14285714285714,0.2857142857142857
2020-03-20,793.4285714285714,96.28571428571429,0.7142857142857143
2020-03-21,933.7142857142857,116.42857142857143,1.4285714285714286
2020-03-22,1067.5714285714287,139.14285714285714,2.4285714285714284
2020-03-23,1210.7142857142858,165.42857142857142,3.7142857142857144
2020-03-24,1352.2857142857142,197.0,5.428571428571429
2020-03-25,1510.142857142857,230.71428571428572,8.285714285714286
2020-03-26,1668.0,270.2857142857143,11.857142857142858
2020-03-27,1808.0,315.0,15.857142857142858
2020-03-28,1954.4285714285713,364.85714285714283,20.428571428571427
2020-03-29,2102.5714285714284,421.57142857142856,25.428571428571427
2020-03-30,2253.285714285714,485.0,31.857142857142858
2020-03-31,2404.5714285714284,554.8571428571429,38.857142857142854
2020-04-01,2582.285714285714,636.7142857142857,46.42857142857143
2020-04-02,2780.5714285714284,726.2857142857143,54.42857142857143
2020-04-03,2984.1428571428573,825.1428571428571,64.57142857142857
2020-04-04,3208.8571428571427,933.1428571428571,76.14285714285714
2020-04-05,3467.5714285714284,1049.142857142857,89.28571428571429
2020-04-06,3735.714285714286,1175.5714285714287,103.42857142857143
2020-04-07,4023.5714285714284,1310.0,119.28571428571429
2020-04-08,4293.571428571428,1450.7142857142858,136.71428571428572
2020-04-09,4581.142857142857,1602.857142857143,156.28571428571428
2020-04-10,4945.857142857143,1762.0,176.14285714285714
2020-04-11,5317.0,1931.0,197.57142857142858
2020-04-12,5698.857142857143,2109.285714285714,222.42857142857142
2020-04-13,6123.428571428572,2296.285714285714,249.14285714285714
2020-04-14,6581.571428571428,2496.714285714286,278.42857142857144
2020-04-15,7095.0,2713.0,310.57142857142856
